item_type,order_state,last_update_time,branch,customer,price
Muffins,Shipped,2010-07-25 19:09:16,138,1995,100
Cake,Created,2000-03-16 23:59:27,201,1647,500
Cake,Created,1998-04-30 10:29:55,516,1978,500
Cake,Delivered,1996-10-05 17:56:52,284,1333,500
Muffins,Shipped,1979-04-08 16:36:10,922,1233,100
Muffins,Shipped,1991-08-03 07:08:20,737,1845,100
Cookies,Shipped,2000-12-04 16:56:34,813,1568,50
Muffins,Delivered,1994-11-20 03:40:54,473,1985,100
Muffins,Created,2005-01-22 17:01:44,975,1018,100
Muffins,Shipped,1972-12-14 02:04:54,520,1233,100
Muffins,Canceled,1981-04-19 02:58:48,820,1765,100
Muffins,Created,2002-05-05 00:38:56,59,1790,100
Cake,Canceled,1987-08-22 23:53:46,522,1567,500
Cake,Created,1976-04-12 23:26:36,111,1585,500
Cookies,Canceled,1992-05-10 14:19:29,722,1792,50
Cookies,Created,1973-05-18 14:32:44,482,1874,50
Cake,Canceled,1986-03-03 05:49:48,197,1847,500
Muffins,Created,2007-08-03 10:30:03,425,1028,100
Cake,Created,1992-12-10 14:20:21,615,1202,500
Cake,Shipped,2013-12-23 09:03:28,346,1969,500
Cake,Delivered,2014-01-10 03:43:18,772,1830,500
Muffins,Delivered,2009-07-04 06:03:38,737,1832,100
Cookies,Canceled,1988-07-18 03:13:53,622,1502,50
Muffins,Shipped,2000-09-05 09:39:20,60,1980,100
Cake,Created,2007-10-09 16:42:40,989,1532,500
Cake,Created,1999-03-25 17:12:58,135,1002,500
Cake,Created,1990-07-05 09:59:48,861,2000,500
Muffins,Canceled,1986-02-15 02:14:25,786,1359,100
Cake,Shipped,2016-10-10 00:11:19,903,1997,500
Cake,Shipped,1971-08-09 00:52:33,708,1618,500
Muffins,Shipped,1995-01-20 06:07:51,570,1623,100
Cookies,Shipped,2012-03-28 09:22:42,447,1240,50
Cookies,Created,2003-02-21 13:38:03,777,1671,50
Cookies,Created,2001-10-21 20:01:11,240,1442,50
Cookies,Shipped,1975-09-06 21:49:27,689,1505,50
Muffins,Created,2021-11-05 20:22:41,232,1777,100
Cake,Delivered,2014-02-24 16:21:26,471,1337,500
Cookies,Canceled,1997-08-16 21:32:28,739,1304,50
Muffins,Canceled,2003-04-12 20:42:58,554,1634,100
Muffins,Created,2020-09-15 12:28:23,507,1780,100
Muffins,Canceled,1987-10-04 09:12:24,583,1253,100
Cake,Delivered,1982-09-22 20:17:07,261,1526,500
Muffins,Canceled,2021-10-23 20:14:12,945,1743,100
Muffins,Delivered,1979-03-03 07:34:10,765,1234,100
Cake,Created,1990-04-14 16:59:37,866,1644,500
Cake,Created,1991-04-22 01:43:07,740,1233,500
Cake,Delivered,1976-09-07 08:20:36,221,1131,500
Muffins,Shipped,1986-12-07 06:56:48,279,1975,100
Muffins,Shipped,1972-09-19 11:56:41,957,1208,100
Muffins,Created,2018-12-08 05:25:34,963,1756,100
Cookies,Shipped,1973-04-08 01:01:11,317,1342,50
Muffins,Delivered,1970-05-10 20:18:38,525,1842,100
Cookies,Shipped,2006-05-02 06:22:21,465,1824,50
Cookies,Delivered,2015-07-16 05:20:18,817,1315,50
Muffins,Shipped,2021-05-04 15:02:18,854,1717,100
Cookies,Created,1978-12-27 23:02:46,108,1402,50
Cake,Delivered,2021-08-14 07:38:02,313,1302,500
Cake,Delivered,1977-02-04 23:39:22,442,1626,500
Cookies,Canceled,2023-03-18 06:31:11,753,1643,50
Cake,Created,2014-10-10 13:37:21,909,1292,500
Cake,Created,1997-08-12 04:06:22,551,1257,500
Cake,Delivered,1982-03-16 19:07:12,796,1834,500
Cake,Created,2016-08-09 03:51:24,846,1255,500
Muffins,Canceled,2022-02-09 22:07:37,10,1577,100
Cookies,Shipped,1972-07-25 04:51:44,62,1113,50
Muffins,Delivered,2022-06-02 16:39:41,171,1195,100
Cookies,Created,2021-07-21 11:59:58,586,1416,50
Muffins,Canceled,1987-07-18 07:51:49,410,1755,100
Muffins,Shipped,1974-01-26 22:20:03,169,1057,100
Cake,Created,2021-01-04 09:18:47,39,1745,500
Muffins,Shipped,1989-07-19 18:50:15,309,1293,100
Cookies,Shipped,2021-01-23 20:03:12,397,1316,50
Muffins,Delivered,2007-12-25 13:54:06,794,1179,100
Muffins,Canceled,2005-05-12 21:02:36,142,1864,100
Cake,Shipped,1976-01-02 13:12:09,685,1255,500
Muffins,Shipped,1980-10-30 07:33:49,391,1007,100
Muffins,Created,2004-08-23 03:05:27,364,1769,100
Cookies,Created,2014-01-06 00:37:28,731,1781,50
Muffins,Canceled,2018-03-30 10:46:43,729,1135,100
Cookies,Canceled,2000-12-27 03:51:46,88,1302,50
Cookies,Shipped,1998-03-14 21:07:03,85,1236,50
Cake,Shipped,1977-07-19 22:57:22,443,1061,500
Cookies,Canceled,1989-06-22 09:12:01,88,1019,50
Muffins,Canceled,2018-07-12 06:43:13,263,1160,100
Cookies,Delivered,2017-10-28 20:39:18,66,1555,50
Cookies,Created,2014-03-06 16:11:23,84,1576,50
Muffins,Canceled,1976-07-12 13:54:36,328,1948,100
Cookies,Created,2017-09-01 13:53:33,813,1977,50
Cookies,Canceled,2020-03-08 12:51:04,392,1749,50
Muffins,Delivered,1980-10-31 18:49:38,305,1628,100
Cookies,Shipped,1974-02-10 03:02:09,627,1994,50
Cake,Delivered,1991-01-09 07:35:16,108,1759,500
Cake,Created,1976-04-20 19:47:01,20,1651,500
Cake,Shipped,1983-08-31 03:41:53,195,1925,500
Muffins,Shipped,1999-11-19 08:00:27,769,1691,100
Cookies,Canceled,1972-01-26 08:47:01,74,1934,50
Cake,Created,1986-07-02 21:44:21,670,1238,500
Cake,Canceled,2020-01-18 16:34:04,397,1847,500
Cookies,Canceled,2009-04-27 15:31:20,455,1051,50
Cookies,Canceled,2001-09-03 03:37:57,974,1234,50
Cake,Created,1987-08-02 03:48:48,627,1846,500
Cake,Shipped,2012-04-22 22:47:46,25,1654,500
Cookies,Shipped,1987-12-01 01:03:44,503,1331,50
Muffins,Created,1981-10-29 23:21:14,147,1802,100
Cake,Delivered,1997-10-23 05:32:18,381,1275,500
Cookies,Created,1987-03-24 15:48:43,318,1016,50
Cake,Created,1998-12-13 07:05:58,520,1977,500
Cake,Shipped,1986-01-19 22:49:55,698,1110,500
Cookies,Canceled,2017-10-20 10:47:19,379,1834,50
Muffins,Delivered,1992-10-29 00:22:02,439,1546,100
Cake,Shipped,2021-01-16 16:49:56,557,1990,500
Muffins,Created,1991-11-30 17:29:05,915,1934,100
Cookies,Created,2010-06-01 19:06:34,631,1692,50
Cookies,Delivered,2002-04-28 20:50:21,697,1974,50
Cake,Shipped,2014-08-07 00:24:06,983,1580,500
Muffins,Canceled,2021-10-15 22:06:37,366,1546,100
Cake,Shipped,1987-10-22 11:28:42,471,1843,500
Muffins,Created,1984-10-29 02:00:42,332,1628,100
Cake,Shipped,1995-11-04 01:54:26,838,1561,500
Muffins,Canceled,2013-08-06 03:25:40,291,1376,100
Cookies,Shipped,1994-09-18 20:02:20,570,1519,50
Muffins,Created,1970-09-28 16:01:24,742,1184,100
Cookies,Canceled,1979-03-13 04:04:56,647,1449,50
Cookies,Created,1997-02-14 23:29:32,656,1341,50
Muffins,Delivered,1990-05-15 18:10:36,12,1874,100
Muffins,Canceled,1987-04-02 05:08:00,302,1878,100
Muffins,Shipped,1988-08-13 13:19:57,869,1885,100
Cookies,Delivered,2020-10-02 20:38:39,618,1270,50
Muffins,Created,1998-09-13 22:08:43,645,1820,100
Muffins,Created,2008-09-30 01:14:36,690,1633,100
Cake,Delivered,2009-03-21 15:10:08,232,1121,500
Cookies,Shipped,2021-01-21 07:02:06,743,1473,50
Cake,Delivered,1991-08-24 12:37:04,170,1936,500
Cookies,Delivered,1989-04-06 09:59:15,209,1715,50
Cake,Created,2020-04-08 13:09:20,574,1256,500
Muffins,Delivered,2019-07-15 17:43:04,745,1640,100
Muffins,Canceled,1981-06-10 03:12:22,781,1140,100
Cookies,Canceled,2021-10-25 16:23:26,173,1227,50
Cookies,Created,1993-11-11 02:02:04,581,1874,50
Muffins,Delivered,2023-03-29 04:08:26,798,1367,100
Muffins,Canceled,2004-02-18 11:36:39,121,1742,100
Cookies,Canceled,1974-02-14 19:14:35,539,1818,50
Cake,Shipped,2021-09-06 14:12:25,253,1932,500
Cake,Created,1974-04-28 09:55:22,10,1750,500
Cake,Created,2019-09-06 21:49:57,160,1486,500
Cookies,Shipped,1992-10-10 22:58:42,64,1688,50
Cookies,Canceled,2016-01-23 13:27:50,528,1208,50
Cake,Delivered,2002-03-02 00:20:57,978,1620,500
Cookies,Created,2003-01-17 03:11:13,92,1644,50
Cookies,Shipped,1986-10-20 03:42:17,111,1151,50
Cake,Created,1972-01-20 20:33:42,402,1318,500
Cake,Canceled,2022-10-06 06:20:21,700,1870,500
Cake,Canceled,1993-09-02 00:01:26,356,1713,500
Cake,Created,2009-01-19 15:22:31,808,1276,500
Cake,Created,2020-08-30 13:47:49,904,1950,500
Cookies,Canceled,1977-07-01 17:05:39,110,1534,50
Cake,Shipped,1992-03-31 10:22:39,869,1507,500
Cake,Created,1974-09-30 01:53:11,616,1729,500
Cake,Created,1990-10-09 06:03:37,714,1606,500
Cake,Canceled,1988-07-26 22:06:39,894,1511,500
Muffins,Shipped,2004-02-06 04:37:12,66,1430,100
Cake,Created,2022-11-11 08:57:14,305,1604,500
Cake,Delivered,1982-09-09 13:38:01,479,1925,500
Cookies,Created,2001-01-18 16:31:44,308,1155,50
Cookies,Canceled,2021-12-15 20:48:50,183,1441,50
Muffins,Created,1987-09-09 12:48:34,85,1414,100
Cake,Created,1984-10-19 03:54:21,349,1052,500
Muffins,Canceled,2003-06-22 23:43:30,68,1865,100
Muffins,Canceled,2023-02-27 18:27:27,970,1586,100
Cake,Shipped,2017-03-19 15:36:26,117,1547,500
Cake,Canceled,1981-11-16 10:40:09,104,1842,500
Muffins,Shipped,1998-06-27 07:15:44,993,1013,100
Cookies,Canceled,1999-08-03 06:48:27,577,1255,50
Muffins,Created,2020-08-04 16:53:08,33,1318,100
Muffins,Delivered,2013-07-26 11:25:04,828,1718,100
Cookies,Delivered,1984-09-30 09:35:45,268,1145,50
Cake,Delivered,2009-01-22 18:20:29,215,1410,500
Muffins,Delivered,2007-04-28 07:47:17,844,1942,100
Cookies,Delivered,1998-06-18 12:16:43,681,1352,50
Muffins,Created,2005-09-16 08:52:48,902,1394,100
Cookies,Created,1987-03-20 10:18:10,497,1695,50
Cake,Shipped,2013-03-03 20:29:46,742,1953,500
Cookies,Shipped,1998-11-11 01:01:07,248,1957,50
Cake,Canceled,1979-10-29 22:46:17,404,1976,500
Cookies,Canceled,2016-04-10 06:34:33,702,1809,50
Cookies,Delivered,1975-10-21 03:44:29,951,1666,50
Muffins,Delivered,2005-12-19 23:26:04,357,1865,100
Cookies,Created,1983-04-09 06:58:06,877,1131,50
Cookies,Created,2015-10-07 12:37:16,877,1813,50
Cookies,Delivered,1988-10-24 17:45:07,794,1880,50
Cookies,Canceled,1986-07-01 22:59:37,903,1274,50
Cookies,Delivered,1993-03-09 18:30:52,434,1932,50
Cake,Created,1988-07-25 23:49:04,572,1995,500
Cake,Shipped,2020-06-26 10:34:03,322,1718,500
Muffins,Canceled,2013-10-31 16:30:05,849,1118,100
Muffins,Shipped,1998-01-21 05:24:47,219,1088,100
Cookies,Delivered,2013-07-05 07:34:42,262,1038,50
Cake,Delivered,1973-08-03 13:04:41,553,1050,500
Cookies,Created,1990-08-26 12:47:52,530,1898,50
Cake,Canceled,2019-05-02 23:43:06,105,1546,500
Cake,Created,2001-04-27 16:42:34,352,1197,500
Cake,Canceled,1994-11-16 06:23:31,173,1092,500
Cake,Canceled,1991-04-15 05:16:05,515,1206,500
Cake,Delivered,2011-11-16 04:37:04,97,1707,500
Cookies,Canceled,2002-08-31 07:14:33,202,1614,50
Cookies,Delivered,1985-09-17 23:26:30,966,1759,50
Cake,Canceled,1998-11-29 03:36:17,577,1201,500
Cookies,Created,1977-11-21 07:37:22,717,1748,50
Cake,Shipped,2016-01-06 14:51:08,955,1324,500
Muffins,Created,2002-10-28 03:32:41,594,1054,100
Cake,Created,1997-09-07 22:20:49,770,1472,500
Muffins,Delivered,1995-04-19 08:26:49,550,1883,100
Muffins,Created,1997-02-22 13:39:54,461,1899,100
Cake,Created,1999-11-16 04:59:36,930,1649,500
Cookies,Canceled,2011-11-04 08:05:50,809,1215,50
Cake,Created,1973-01-04 11:25:43,132,1926,500
Cake,Shipped,2007-12-20 07:33:40,360,1336,500
Muffins,Delivered,1984-12-09 12:27:41,788,1687,100
Cake,Delivered,1979-01-08 18:35:17,373,1431,500
Cookies,Delivered,2017-04-15 08:15:59,44,1072,50
Cookies,Shipped,2019-12-30 19:53:49,590,1031,50
Muffins,Delivered,2023-04-18 19:19:42,992,1277,100
Muffins,Delivered,1983-04-01 02:17:21,174,1609,100
Cake,Shipped,2002-06-13 22:46:54,468,1079,500
Muffins,Created,1972-08-16 06:12:11,884,1735,100
Cookies,Canceled,2010-03-21 00:45:43,47,1231,50
Cake,Shipped,2009-06-22 10:38:04,666,1269,500
Cake,Delivered,2013-10-14 00:15:36,474,1528,500
Muffins,Canceled,1996-01-24 04:43:08,131,1355,100
Cake,Canceled,1981-05-26 23:50:45,423,1788,500
Cake,Created,1986-06-29 07:13:22,580,1784,500
Muffins,Created,1997-11-11 08:47:14,959,1239,100
Muffins,Shipped,2000-04-09 15:20:11,226,1134,100
Cake,Created,1997-10-21 04:07:14,975,1663,500
Cookies,Canceled,1989-02-05 01:39:34,758,1937,50
Muffins,Delivered,1979-04-11 11:39:48,880,1452,100
Cake,Delivered,1997-04-14 04:54:43,243,1175,500
Muffins,Shipped,2010-05-30 05:48:52,176,1260,100
Muffins,Created,2022-07-24 07:29:47,748,1325,100
Cookies,Created,2014-06-05 12:30:42,543,1242,50
Muffins,Created,2010-08-03 06:48:43,794,1223,100
Cookies,Canceled,1991-03-01 06:20:03,145,1122,50
Muffins,Canceled,1970-06-01 01:37:13,787,1723,100
Cake,Shipped,2007-06-12 00:31:40,29,1314,500
Cookies,Shipped,1989-08-17 02:51:27,723,1510,50
Cake,Canceled,1987-01-18 14:43:26,576,1320,500
Cake,Shipped,1978-01-14 16:19:43,957,1567,500
Muffins,Canceled,1987-06-07 06:15:03,355,1930,100
Cake,Shipped,2014-04-29 14:08:35,152,1715,500
Muffins,Created,2005-12-19 02:51:16,760,1210,100
Cake,Created,1992-02-09 09:31:50,99,1656,500
Cookies,Delivered,2000-11-23 23:11:52,847,1787,50
Cake,Created,1973-04-04 00:37:03,995,1385,500
Cookies,Delivered,1989-11-21 16:25:38,43,1382,50
Cookies,Canceled,2013-01-30 00:49:04,167,1335,50
Cake,Delivered,2002-09-03 18:45:01,350,1994,500
Muffins,Created,2003-05-29 06:20:54,595,1041,100
Cake,Created,1982-12-01 21:15:44,77,1264,500
Muffins,Canceled,2007-05-26 19:20:11,954,1884,100
Muffins,Canceled,2018-08-18 09:37:38,919,1766,100
Cookies,Canceled,1981-08-24 14:22:14,667,1369,50
Cookies,Shipped,1999-12-29 12:22:12,890,1748,50
Muffins,Delivered,1998-10-11 18:20:03,548,1149,100
Cookies,Created,1979-09-15 00:04:10,704,1804,50
Muffins,Created,2011-11-19 18:51:34,594,1933,100
Muffins,Shipped,2001-06-08 02:38:43,344,1990,100
Cookies,Shipped,2023-08-02 09:07:34,138,1973,50
Cake,Canceled,1972-11-17 05:56:48,219,1925,500
Muffins,Delivered,1973-10-26 03:32:14,925,1750,100
Cookies,Delivered,1985-09-03 20:45:01,68,1251,50
Cake,Created,2014-08-28 01:39:18,606,1001,500
Cake,Delivered,1972-08-15 00:36:50,964,1169,500
Cake,Shipped,1975-08-11 09:19:08,8,1776,500
Cookies,Delivered,2003-05-10 08:22:56,359,1475,50
Cake,Created,1994-03-07 12:58:37,449,1025,500
Cake,Delivered,2021-10-30 10:11:58,326,1502,500
Cookies,Canceled,1976-07-27 09:53:09,781,1009,50
Cookies,Delivered,1992-03-20 02:33:17,740,1662,50
Muffins,Created,1995-08-06 12:52:14,998,1775,100
Muffins,Created,2019-08-12 16:41:54,821,1743,100
Muffins,Created,1983-10-28 11:17:37,218,1414,100
Muffins,Created,1987-10-04 13:17:17,790,1350,100
Cake,Shipped,2018-09-20 09:10:01,483,1500,500
Cake,Canceled,2023-07-31 14:50:03,910,1599,500
Muffins,Canceled,1985-05-22 11:12:52,814,1880,100
Muffins,Canceled,2012-12-27 07:06:46,789,1391,100
Cake,Created,2012-08-29 23:59:26,279,1104,500
Cookies,Created,1973-05-25 19:12:47,889,1909,50
Muffins,Delivered,2009-04-22 08:42:44,595,1133,100
Cookies,Delivered,1994-03-23 02:54:23,328,1061,50
Cookies,Shipped,1980-07-20 07:11:22,128,1208,50
Muffins,Canceled,1997-03-08 00:40:27,629,1938,100
Cookies,Canceled,1984-11-02 06:36:08,868,1774,50
Muffins,Delivered,2006-06-11 01:31:13,283,1559,100
Cookies,Canceled,2019-02-28 05:30:39,422,1802,50
Cake,Delivered,2006-05-11 14:03:58,128,1267,500
Cake,Canceled,2015-12-21 21:58:55,980,1307,500
Cake,Canceled,2021-03-11 02:11:15,181,1773,500
Cookies,Canceled,1996-11-03 08:16:50,788,1477,50
Cake,Created,2010-01-22 09:49:39,663,1352,500
Cake,Canceled,2013-03-30 23:55:14,279,1279,500
Muffins,Delivered,2019-10-28 04:04:15,770,1208,100
Cake,Shipped,1999-05-08 02:50:14,623,1681,500
Cookies,Shipped,2014-02-24 07:53:00,344,1531,50
Cookies,Created,1990-07-20 05:25:32,812,1493,50
Cookies,Delivered,1990-12-01 05:33:13,677,1151,50
Cookies,Delivered,1999-03-27 02:04:41,720,1258,50
Muffins,Shipped,2017-04-22 01:08:28,653,1798,100
Muffins,Created,1991-05-12 14:28:42,179,1635,100
Muffins,Created,2004-05-15 12:42:44,970,1166,100
Cookies,Shipped,2007-05-12 00:28:26,345,1167,50
Cake,Canceled,2009-11-10 10:34:23,21,1727,500
Muffins,Canceled,1984-11-23 19:49:44,681,1291,100
Muffins,Shipped,2005-10-05 20:11:21,430,1359,100
Cookies,Delivered,1999-07-23 06:52:37,429,1349,50
Cake,Shipped,1992-07-15 19:12:47,556,1285,500
Muffins,Created,2011-09-23 22:12:17,598,1417,100
Muffins,Delivered,1996-08-16 09:41:25,231,1591,100
Cake,Canceled,1995-08-29 20:12:46,846,1704,500
Muffins,Created,2008-08-26 06:46:59,966,1397,100
Muffins,Shipped,1993-06-24 12:05:53,626,1505,100
Cake,Canceled,2000-03-27 19:16:23,707,1939,500
Cake,Shipped,2015-11-09 05:27:10,736,1640,500
Cookies,Canceled,1984-12-04 19:09:57,149,1842,50
Muffins,Canceled,1999-06-26 17:10:35,948,1491,100
Cookies,Canceled,2001-11-04 04:07:01,707,1652,50
Cookies,Canceled,2006-08-19 00:57:28,349,1283,50
Muffins,Shipped,2018-10-23 17:36:57,451,1984,100
Cake,Created,2017-04-23 22:42:13,726,1512,500
Cake,Delivered,2016-11-25 18:15:34,850,1456,500
Cake,Canceled,1980-01-07 06:13:43,956,1687,500
Muffins,Canceled,1983-09-22 12:55:47,215,1822,100
Muffins,Delivered,1975-10-20 11:59:30,167,1076,100
Cake,Canceled,2009-07-03 12:21:48,684,1238,500
Cookies,Shipped,1976-02-25 07:46:23,885,1399,50
Muffins,Shipped,1989-06-02 19:15:31,769,1983,100
Muffins,Delivered,1994-11-06 11:02:15,484,1278,100
Muffins,Delivered,2013-09-27 03:35:31,879,1288,100
Cake,Delivered,2006-01-20 20:03:45,319,1885,500
Muffins,Shipped,2015-08-24 02:22:28,643,1340,100
Cake,Delivered,1997-12-26 11:31:58,866,1299,500
Muffins,Shipped,1984-11-05 23:17:47,635,1139,100
Muffins,Delivered,2008-05-04 07:58:13,708,1171,100
Cookies,Delivered,1989-09-26 14:48:02,227,1593,50
Cookies,Shipped,1991-01-12 19:35:40,508,1466,50
Cake,Delivered,1990-05-07 12:09:19,636,1510,500
Cake,Created,2015-06-02 01:47:41,184,1543,500
Cookies,Created,2006-08-20 13:50:50,900,1476,50
Cake,Created,1983-04-23 20:09:36,557,1540,500
Muffins,Delivered,1972-02-24 18:08:26,806,1940,100
Cake,Delivered,1976-11-04 17:14:44,622,1693,500
Cookies,Shipped,1983-02-16 23:07:00,746,1839,50
Muffins,Canceled,1981-05-03 03:43:14,269,1508,100
Cake,Delivered,1976-02-06 09:04:30,546,1066,500
Cake,Created,2010-06-19 14:44:42,171,1392,500
Cake,Created,1979-04-18 18:45:05,463,1219,500
Muffins,Created,1999-03-13 10:56:10,122,1577,100
Cookies,Delivered,1977-10-21 14:28:29,79,1440,50
Muffins,Delivered,2018-03-09 08:10:24,457,1681,100
Cookies,Canceled,1981-02-05 18:44:28,500,1848,50
Muffins,Shipped,1970-11-25 14:55:22,89,1118,100
Muffins,Shipped,2019-06-01 18:04:28,540,1202,100
Cake,Created,2021-03-23 02:09:59,364,1210,500
Cake,Delivered,1980-09-11 16:03:29,548,1518,500
Muffins,Created,2020-02-02 07:09:25,352,1178,100
Cookies,Shipped,1984-03-17 07:49:17,34,1854,50
Cookies,Delivered,2015-08-26 20:00:55,678,1100,50
Muffins,Created,1989-12-25 18:55:06,480,1751,100
Cookies,Shipped,1982-08-29 19:35:22,484,1108,50
Cake,Delivered,1982-02-23 18:03:41,348,1354,500
Muffins,Created,1995-02-10 19:29:09,672,1799,100
Cake,Delivered,2007-02-03 13:01:11,80,1014,500
Muffins,Canceled,1986-10-12 04:29:34,248,1769,100
Muffins,Delivered,2000-03-24 12:18:10,493,1276,100
Muffins,Delivered,2005-11-03 06:14:02,228,1502,100
Cookies,Canceled,1975-06-25 02:05:26,662,1160,50
Cookies,Canceled,1994-10-26 22:28:30,85,1259,50
Cake,Delivered,2006-05-20 14:44:50,526,1118,500
Cookies,Canceled,2023-02-23 23:47:47,686,1835,50
Cookies,Shipped,1984-01-05 09:56:07,49,1361,50
Cake,Canceled,1983-09-10 17:57:24,66,1298,500
Cookies,Created,2020-05-22 10:19:03,989,1183,50
Cake,Canceled,1999-06-26 02:15:19,542,1044,500
Cake,Created,2005-01-10 23:55:55,945,1109,500
Cake,Delivered,2019-12-30 02:51:50,770,1593,500
Muffins,Created,1980-01-26 13:04:43,397,1208,100
Cake,Created,2000-12-29 13:14:15,736,1844,500
Muffins,Created,1996-01-10 15:40:25,294,1997,100
Muffins,Created,1986-09-14 10:09:48,9,1936,100
Muffins,Created,2021-08-05 02:40:07,130,1997,100
Cookies,Delivered,1971-01-24 08:41:53,102,1276,50
Cookies,Created,1987-05-13 09:11:19,852,1596,50
Cake,Shipped,2008-12-28 00:08:44,423,1397,500
Cake,Created,1978-02-01 20:24:55,486,1662,500
Cake,Delivered,2009-12-05 09:53:19,103,1715,500
Cookies,Shipped,1976-12-20 14:46:05,361,1761,50
Muffins,Canceled,1977-01-16 09:31:54,281,1126,100
Cake,Shipped,1971-04-20 21:12:38,328,1177,500
Muffins,Delivered,2022-03-09 09:41:41,774,1684,100
Muffins,Created,1993-07-13 00:35:44,591,1015,100
Muffins,Delivered,1998-10-25 13:06:20,727,1489,100
Muffins,Canceled,1978-05-31 00:19:49,222,1225,100
Cookies,Shipped,2003-07-26 09:38:25,479,1468,50
Cookies,Canceled,1989-04-22 12:48:36,522,1109,50
Cake,Created,1975-07-25 05:18:53,935,1307,500
Muffins,Canceled,2006-03-15 00:36:33,788,1367,100
Cake,Shipped,2006-11-14 10:48:09,384,1526,500
Muffins,Delivered,1981-10-07 10:19:45,926,1773,100
Cake,Created,1975-01-08 17:58:50,7,1293,500
Cookies,Created,1982-12-02 10:09:02,330,1969,50
Cake,Delivered,1985-02-09 19:26:04,791,1726,500
Muffins,Shipped,2023-08-26 04:52:34,735,1465,100
Cookies,Created,1979-11-01 11:32:33,465,1723,50
Muffins,Created,1995-07-04 00:47:09,145,1163,100
Muffins,Created,1983-12-14 00:18:39,701,1424,100
Cake,Canceled,1977-09-09 09:11:37,995,1168,500
Cake,Shipped,1997-04-24 14:22:42,133,1421,500
Cake,Shipped,2005-03-13 11:18:51,894,1517,500
Cookies,Shipped,2018-05-09 20:59:09,588,1954,50
Cake,Canceled,1986-03-26 08:42:05,741,1648,500
Cookies,Canceled,2020-12-23 08:01:58,343,1454,50
Cake,Created,2021-05-30 14:59:37,174,1294,500
Cookies,Canceled,1983-07-28 06:49:53,783,1819,50
Cookies,Delivered,2003-08-28 12:45:40,716,1209,50
Muffins,Canceled,2022-10-10 09:37:10,238,1297,100
Cookies,Shipped,1998-09-30 23:26:42,303,1188,50
Cookies,Created,1990-09-01 07:58:10,360,1814,50
Cake,Canceled,1996-09-19 19:56:51,368,1667,500
Muffins,Shipped,2001-08-01 00:32:02,816,1306,100
Cake,Delivered,2020-07-10 03:02:34,237,1935,500
Cookies,Shipped,2017-07-21 11:23:55,110,1421,50
Cake,Created,1988-09-04 15:20:18,204,1093,500
Cake,Shipped,2008-04-12 00:51:37,351,1852,500
Cookies,Delivered,1976-07-21 13:05:21,615,1919,50
Cookies,Delivered,2011-08-31 22:26:36,621,1035,50
Cake,Shipped,1985-11-01 22:19:58,449,1014,500
Cookies,Delivered,1982-05-12 07:52:09,582,1511,50
Cake,Canceled,1978-01-27 18:14:05,142,1514,500
Cake,Delivered,2000-06-14 22:57:53,603,1347,500
Muffins,Created,1985-03-13 06:20:07,571,1705,100
Cookies,Canceled,2001-02-02 04:33:04,58,1524,50
Cookies,Delivered,2017-08-30 10:54:50,315,1976,50
Muffins,Shipped,2000-08-02 21:08:51,372,1772,100
Cake,Canceled,1978-09-24 17:02:10,67,1272,500
Cake,Shipped,1971-10-01 01:13:37,64,1166,500
Muffins,Shipped,1984-09-20 20:11:22,896,1202,100
Cookies,Shipped,1998-09-26 00:47:56,901,1866,50
Cookies,Canceled,2022-10-13 04:29:22,183,1147,50
Cake,Created,1990-03-25 19:32:56,897,1887,500
Cake,Delivered,1993-01-31 06:59:46,895,1819,500
Muffins,Shipped,2008-03-06 12:00:49,540,1481,100
Cookies,Delivered,2004-08-11 06:59:11,131,1752,50
Muffins,Canceled,2011-03-16 14:52:31,799,1258,100
Muffins,Shipped,2022-11-02 20:52:04,109,1244,100
Muffins,Shipped,1989-06-13 11:31:47,755,1289,100
Muffins,Shipped,1983-10-09 13:08:22,916,1621,100
Cake,Shipped,2001-03-06 07:48:49,599,1215,500
Cake,Created,1979-05-28 06:51:18,47,1589,500
Cake,Created,1994-03-09 21:52:27,548,1832,500
Muffins,Shipped,1976-06-29 07:07:57,959,1446,100
Cookies,Created,1997-01-18 04:55:27,434,1859,50
Cake,Delivered,2000-03-01 05:02:34,350,1709,500
Muffins,Delivered,1973-02-04 04:09:20,524,1212,100
Cake,Canceled,2019-08-06 01:22:43,390,1350,500
Muffins,Shipped,1985-08-30 16:14:22,797,1172,100
Muffins,Delivered,2017-12-28 21:29:31,184,1110,100
Muffins,Shipped,2017-12-11 11:19:29,283,1691,100
Cookies,Shipped,1999-10-05 06:53:56,80,1929,50
Cookies,Shipped,2009-05-14 05:23:56,405,1182,50
Cookies,Canceled,1991-09-16 18:15:08,771,1338,50
Cake,Delivered,1974-08-20 01:42:00,186,1127,500
Cookies,Shipped,2023-06-17 13:34:02,428,1342,50
Cookies,Shipped,2010-12-09 22:38:24,713,1793,50
Cake,Created,1980-07-11 18:48:54,806,1504,500
Muffins,Shipped,2012-10-26 10:50:45,372,1187,100
Cake,Canceled,1986-10-15 17:51:52,66,1292,500
Muffins,Delivered,1986-01-30 04:52:35,462,1518,100
Muffins,Delivered,2000-09-11 05:50:01,737,1161,100
Muffins,Delivered,1991-07-14 12:35:03,125,1745,100
Muffins,Canceled,1979-09-30 06:18:19,972,1201,100
